,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
902,1.494808,-0.787845,-2.372845,0.703339,0.708835,-0.053549,0.044055,1.097941,0.813383,-0.058747,-0.341845,-0.201853
903,1.522745,-0.772324,-2.382335,0.715464,0.697802,-0.034406,0.734649,1.857191,0.554451,-0.120661,-0.300509,0.082364
904,1.533048,-0.764681,-2.409583,0.721089,0.692307,-0.027233,0.943076,1.250134,0.336632,-0.411076,0.23233,0.449062
905,1.539902,-0.754232,-2.422278,0.72845,0.684729,-0.022512,0.185528,0.482861,0.528876,-0.409327,0.21441,0.338232
906,1.530366,-0.750638,-2.426859,0.730656,0.682105,-0.029557,0.312531,-0.810578,-0.064647,-0.024922,0.242791,-0.087417
907,1.508687,-0.753327,-2.449903,0.728011,0.684069,-0.045275,1.151062,0.283004,-0.144581,0.570878,0.018858,0.325029
908,1.508991,-0.74516,-2.483558,0.733576,0.67809,-0.045397,1.20441,1.554747,0.656397,0.586279,-0.22202,0.323229
909,1.511581,-0.726629,-2.51895,0.746108,0.664354,-0.044233,1.575369,0.933877,0.821085,0.452699,-0.151232,0.002058
910,1.503865,-0.712525,-2.553606,0.755019,0.653747,-0.05061,0.946788,0.836052,0.521991,0.596559,0.196992,0.069973
911,1.506017,-0.699602,-2.560644,0.763494,0.643913,-0.049528,0.17377,-0.225432,0.776461,0.349086,-0.295052,0.108686
912,1.474227,-0.682369,-2.569108,0.772465,0.630634,-0.074829,0.45315,-1.691123,0.76854,0.298214,-0.300433,-0.101181
913,1.450034,-0.66963,-2.571716,0.778341,0.620696,-0.094454,-0.000666,-0.574371,0.543886,0.090052,-0.161956,0.241503
914,1.445881,-0.661898,-2.574045,0.782681,0.614615,-0.098281,0.32617,-0.057735,0.266701,0.037037,-0.153342,-0.098985
915,1.440005,-0.659035,-2.584811,0.783831,0.612354,-0.103107,0.453958,0.112212,0.014207,0.124387,-0.180866,-0.156064
916,1.433539,-0.658307,-2.597729,0.78359,0.611778,-0.108234,0.568059,0.029008,-0.05646,0.181758,-0.115318,-0.038144
917,1.42156,-0.657971,-2.614147,0.78244,0.611512,-0.117643,0.671586,-0.2163,-0.072515,0.10791,-0.196138,-0.042726
918,1.400707,-0.656245,-2.631928,0.780856,0.610146,-0.134111,0.713949,-0.685471,0.003158,0.086698,-0.265114,-0.123564
919,1.370464,-0.652122,-2.648747,0.778902,0.606874,-0.158161,0.672714,-1.180156,0.1381,0.026594,-0.364748,0.027805
920,1.32891,-0.644199,-2.664279,0.776303,0.600558,-0.191527,0.689025,-1.891436,0.308973,-0.007291,-0.2952,0.204589
921,1.266582,-0.63443,-2.674775,0.768427,0.592719,-0.241255,0.438225,-3.489867,0.389386,-0.0077,-0.116797,0.195631
922,1.174332,-0.621619,-2.679134,0.749879,0.582352,-0.313923,0.39855,-4.908768,0.678279,0.297988,0.154617,-0.078029
923,1.076991,-0.601918,-2.675271,0.725783,0.566224,-0.390679,0.1375,-4.898854,1.088776,0.516786,0.320235,0.024895
924,1.00183,-0.583783,-2.659381,0.702933,0.551184,-0.449534,-0.287,-3.727529,1.043718,0.570489,0.343927,0.2718
925,0.946308,-0.584764,-2.630962,0.676465,0.552003,-0.487533,-1.305987,-3.463518,0.373955,0.12572,0.138839,0.585693
926,0.901031,-0.593737,-2.609754,0.649796,0.559463,-0.514555,-0.614878,-2.386679,0.080437,-0.195221,-0.002242,0.320662
927,0.872002,-0.599145,-2.604657,0.632261,0.563936,-0.531245,-0.307048,-1.084984,-0.167977,-0.178816,0.026762,0.358867
928,0.870123,-0.606402,-2.602049,0.628117,0.569915,-0.529779,-0.313096,0.395859,-0.190213,-0.18755,0.012666,0.448877
929,0.897646,-0.614976,-2.595865,0.638615,0.576939,-0.509228,-0.59601,1.555805,-0.176584,-0.233189,-0.061344,0.288296
930,0.943059,-0.628994,-2.582667,0.654463,0.588332,-0.474915,-0.99017,2.066764,-0.273996,-0.233443,-0.079466,0.207092
931,1.003094,-0.647803,-2.563323,0.672328,0.603436,-0.428765,-1.278398,2.629619,-0.387825,-0.236064,-0.108471,0.111123
932,1.078837,-0.673439,-2.536403,0.688981,0.623678,-0.36923,-1.754632,3.171591,-0.710176,-0.057313,-0.277105,-0.119494
933,1.172069,-0.70626,-2.503019,0.701114,0.648993,-0.295375,-1.850483,3.826278,-1.04497,-0.050861,-0.330054,-0.20464
934,1.273574,-0.739365,-2.472018,0.706499,0.673819,-0.216397,-1.503748,4.173923,-1.170112,0.035994,-0.340765,-0.364444
935,1.367237,-0.762636,-2.450432,0.70809,0.69083,-0.146163,-0.756925,3.660363,-0.728403,0.292948,-0.147754,-0.271684
936,1.429756,-0.771097,-2.445435,0.710025,0.696923,-0.100812,0.048714,2.566679,-0.184058,0.286725,-0.06704,-0.194629
937,1.468209,-0.768691,-2.455446,0.715042,0.695195,-0.073612,0.520184,2.235312,0.222379,0.268906,-0.015691,-0.204372
938,1.503797,-0.758749,-2.467949,0.724069,0.688014,-0.048585,0.396779,2.14715,0.531415,-0.035684,-0.13673,-0.050445
939,1.534613,-0.75037,-2.474649,0.730958,0.681909,-0.02646,0.210553,1.536243,0.286274,-0.142823,-0.116464,0.053529
940,1.557468,-0.747791,-2.479153,0.733127,0.680021,-0.009772,0.192587,1.112166,0.060229,-0.249302,-0.055174,0.068381
941,1.560822,-0.752356,-2.487069,0.730045,0.683361,-0.007282,0.363729,0.013092,-0.426413,-0.143466,0.526829,-0.059979
942,1.547302,-0.760517,-2.497055,0.72428,0.689296,-0.01702,0.360442,-0.339008,-0.283911,-0.149115,0.452061,0.027609
943,1.539146,-0.763411,-2.50783,0.72212,0.69139,-0.022863,0.446009,0.154145,-0.074574,-0.036299,-0.168883,0.219488
944,1.53249,-0.759112,-2.531842,0.724915,0.688278,-0.027783,1.100993,0.739481,0.297788,0.223983,-0.2937,0.618054
945,1.541578,-0.752786,-2.555036,0.729475,0.683675,-0.02132,0.624371,1.475271,0.257196,0.339082,-0.202367,0.708225
946,1.558971,-0.74675,-2.571026,0.733849,0.679257,-0.008678,0.750999,1.288969,0.383301,0.538002,-0.178693,0.138714
947,1.550351,-0.733711,-2.60473,0.742539,0.66963,-0.015184,1.523428,0.257769,0.782056,0.976729,-0.05937,-0.483718
948,1.528022,-0.713745,-2.641512,0.755224,0.65467,-0.032324,1.115755,0.180671,0.968382,1.103587,0.071573,-0.498148
949,1.519118,-0.696959,-2.650697,0.765774,0.641888,-0.03961,-0.036336,-0.562985,0.658981,0.062518,-0.116467,0.393217
950,1.505748,-0.689074,-2.636127,0.770203,0.635823,-0.050171,-0.775129,-1.262085,0.304339,-0.099442,-0.236805,0.308289
951,1.495593,-0.686344,-2.617249,0.771382,0.633713,-0.05812,-0.552165,-0.968132,0.127127,-0.050312,-0.224884,0.18341
952,1.479094,-0.685039,-2.614361,0.77114,0.632704,-0.070915,0.153415,-0.952219,0.064737,0.191567,-0.149366,-0.345772
953,1.453458,-0.682808,-2.623555,0.770469,0.630974,-0.090823,0.431468,-1.019327,0.089198,0.177193,-0.246514,-0.011884
954,1.426649,-0.677481,-2.636508,0.771073,0.626832,-0.111925,0.629717,-0.870585,0.282672,0.12239,-0.282045,0.133852
955,1.395994,-0.665043,-2.656392,0.774899,0.617093,-0.136851,1.009631,-0.967086,0.642236,0.091083,-0.37016,-0.090673
956,1.357335,-0.642124,-2.681274,0.78265,0.598898,-0.16965,1.262881,-1.379906,1.094255,0.14539,-0.360739,-0.273694
957,1.306787,-0.615076,-2.702842,0.788431,0.577021,-0.213128,0.992422,-2.244897,1.059291,0.106817,-0.229792,-0.154563
958,1.242386,-0.594666,-2.712335,0.784067,0.560232,-0.26717,0.628294,-3.340667,0.743027,0.038703,-0.196752,0.142735
959,1.160784,-0.575963,-2.721217,0.769156,0.544643,-0.33431,0.821814,-4.246632,0.695332,0.043603,-0.045055,0.240209
960,1.066851,-0.5588,-2.726175,0.742486,0.530169,-0.409434,0.300895,-4.557957,0.680342,0.22689,0.191618,0.282587
961,0.992347,-0.547278,-2.714245,0.715017,0.520364,-0.466874,-0.365504,-3.625107,0.80802,0.25326,0.17536,0.380295
962,0.955177,-0.543825,-2.6893,0.698636,0.517413,-0.494157,-0.680301,-2.210516,0.572203,-0.081647,0.042325,0.425447
963,0.920608,-0.550738,-2.67129,0.678276,0.523316,-0.515831,-0.865111,-2.176462,-0.057246,-0.237892,-0.083604,0.415733
964,0.891512,-0.564793,-2.661051,0.657195,0.535241,-0.530671,-0.692072,-1.283001,-0.396877,-0.192687,-0.034112,0.402039
965,0.888739,-0.57864,-2.65678,0.649905,0.546886,-0.527768,-0.556666,0.38995,-0.36496,-0.097796,0.05019,0.407514
966,0.918996,-0.592252,-2.648837,0.659594,0.558231,-0.503302,-0.802526,1.709615,-0.365164,-0.063968,0.137188,0.267523
967,0.966865,-0.612905,-2.633743,0.673288,0.575246,-0.464517,-1.311515,2.009232,-0.525063,-0.080026,0.162272,0.158685
968,1.023776,-0.63963,-2.608091,0.685241,0.596899,-0.417321,-1.750993,2.228226,-0.563665,0.13794,0.225046,-0.016731
969,1.102286,-0.66967,-2.571656,0.699541,0.620727,-0.354034,-2.132116,3.261144,-0.665927,0.329954,0.237351,-0.202805
970,1.207449,-0.702375,-2.527966,0.713475,0.646033,-0.271284,-2.124295,4.111922,-0.844287,0.295283,0.177255,-0.333315
971,1.31497,-0.724552,-2.491547,0.724426,0.6628,-0.189479,-1.379876,4.166499,-0.486644,0.104172,-0.55106,-0.239659
972,1.407126,-0.736101,-2.47056,0.731188,0.671404,-0.120754,-0.552618,3.692181,-0.337116,0.09741,-0.559664,-0.308384
973,1.474511,-0.741111,-2.466223,0.734302,0.675108,-0.070922,-0.005173,2.956619,-0.148616,0.092267,-0.227735,-0.043015
974,1.518783,-0.739068,-2.473099,0.738097,0.673599,-0.038426,0.315937,2.158153,0.248824,-0.005492,-0.044418,-0.139782
975,1.551501,-0.730721,-2.476024,0.744555,0.667406,-0.014369,0.008942,1.444777,0.42491,-0.098818,-0.145891,-0.113927
976,1.572766,-0.724848,-2.47392,0.748599,0.663021,0.001475,-0.127635,0.766414,0.222932,-0.21535,-0.231655,-0.0469
977,1.586077,-0.721848,-2.470988,0.750498,0.660773,0.011469,-0.078302,0.440852,0.077347,-0.287135,0.064691,0.143133
978,1.589566,-0.725488,-2.467312,0.748044,0.663501,0.014042,-0.235699,-0.285783,-0.289221,-0.269482,0.30116,-0.02213
979,1.578703,-0.730781,-2.452787,0.74463,0.667452,0.005888,-0.758712,-1.471958,-0.237943,-0.256715,0.458449,-0.230177
980,1.552892,-0.736797,-2.43809,0.740506,0.671919,-0.01326,-0.114897,-1.687978,-0.320764,0.250842,0.273989,0.414413
981,1.523985,-0.738896,-2.467781,0.738403,0.673472,-0.034591,1.585502,0.446152,-0.026406,0.170579,0.039861,0.696227
982,1.532026,-0.732239,-2.504387,0.74312,0.668536,-0.028825,1.142266,2.024433,0.471608,0.057813,-0.500156,0.722642
983,1.547136,-0.718351,-2.535358,0.752681,0.658144,-0.017812,1.477878,1.315606,0.81776,0.50034,-0.437212,0.06281
984,1.518654,-0.690464,-2.60229,0.769903,0.636895,-0.040181,2.950264,1.098799,1.544031,1.620402,-0.146096,-0.674953
985,1.522944,-0.659913,-2.637005,0.789141,0.613048,-0.037791,0.249895,0.538461,1.222512,0.722608,-0.028255,-0.022161
986,1.505667,-0.646707,-2.62193,0.79638,0.602562,-0.051941,-0.770669,-2.066791,0.406873,0.267249,0.019203,0.255219
987,1.486404,-0.644968,-2.597452,0.796275,0.601173,-0.06736,-0.982175,-1.296546,0.045486,0.029515,-0.147483,0.334434
988,1.47974,-0.648153,-2.58286,0.793898,0.603715,-0.07249,-0.329556,-0.435983,-0.208499,0.030168,-0.142869,-0.24001
989,1.478981,-0.656781,-2.580836,0.788626,0.61057,-0.072612,-0.070794,0.105477,-0.507556,0.157098,-0.042058,-0.056966
990,1.488005,-0.665632,-2.583167,0.783832,0.617557,-0.065043,0.156553,0.735856,-0.37218,0.348202,-0.086993,0.147761
991,1.497375,-0.668566,-2.59055,0.782597,0.619861,-0.057563,0.327098,0.560276,-0.035342,0.183956,-0.365131,-0.019601
992,1.493432,-0.662491,-2.601219,0.786104,0.615083,-0.060938,0.492408,-0.127335,0.480509,0.098967,-0.390809,-0.0743
993,1.468795,-0.646524,-2.614234,0.794034,0.602415,-0.081275,0.651638,-1.350227,0.863475,0.028643,-0.309599,-0.501245
994,1.420569,-0.629707,-2.628563,0.799097,0.588908,-0.120958,0.705181,-2.239029,0.64173,0.101064,-0.081721,-0.043807
995,1.366078,-0.619224,-2.647943,0.797324,0.580403,-0.165546,0.94346,-2.086967,0.237275,-0.046943,-0.057149,0.181858
996,1.308713,-0.611871,-2.66806,0.790622,0.5744,-0.212087,0.714147,-2.595173,0.187186,-0.344242,-0.054991,0.233297
997,1.242636,-0.606728,-2.673003,0.777679,0.570183,-0.264777,0.106051,-3.554928,0.167077,-0.178695,0.007637,0.353873
998,1.172438,-0.604834,-2.664214,0.758187,0.568626,-0.31909,-0.03981,-4.351481,0.490748,0.016807,0.077783,0.264784
999,1.088215,-0.590965,-2.658315,0.735571,0.557163,-0.385363,0.145601,-4.297046,0.835941,0.549265,0.142422,-0.060651
1000,1.021036,-0.579345,-2.645052,0.713516,0.547476,-0.437225,-0.523191,-3.20867,0.70062,0.437806,0.230539,0.3264
1001,0.980339,-0.584273,-2.616854,0.692886,0.551593,-0.464385,-1.183057,-2.51456,0.320176,0.007935,-0.038288,0.600722
1002,0.949851,-0.58934,-2.601956,0.676126,0.555813,-0.483658,-0.387086,-1.61489,0.019071,-0.270746,-0.055248,0.333481
1003,0.932258,-0.596358,-2.59843,0.664365,0.561633,-0.493141,-0.354154,-0.54311,-0.303607,-0.245191,0.058072,0.290611
1004,0.938832,-0.608054,-2.595583,0.662246,0.571272,-0.484849,-0.511042,0.733119,-0.440934,-0.186828,0.028857,0.292527
1005,0.969868,-0.623675,-2.588423,0.66953,0.584022,-0.458964,-0.829246,1.565373,-0.499771,-0.217382,-0.093757,0.213007
1006,1.013273,-0.645624,-2.574748,0.677772,0.601697,-0.422594,-1.187626,1.854017,-0.709879,-0.180809,-0.131482,0.098375
1007,1.066626,-0.675221,-2.555754,0.683447,0.62507,-0.377078,-1.540918,2.265389,-0.97993,-0.223989,-0.244363,-0.066281
1008,1.137002,-0.709263,-2.526554,0.688556,0.651274,-0.318954,-1.878822,2.798175,-0.99045,-0.243046,-0.338072,-0.110337
1009,1.223256,-0.741338,-2.490904,0.693469,0.675275,-0.251205,-1.791301,3.280442,-0.990457,-0.101901,-0.289457,-0.20929
1010,1.318863,-0.771844,-2.454536,0.694003,0.697458,-0.178638,-1.675942,3.671455,-1.104452,0.286236,-0.038233,-0.322399
1011,1.415442,-0.799195,-2.418499,0.688887,0.716795,-0.107891,-1.412537,3.282327,-0.991018,0.438631,0.093447,-0.400333
1012,1.480138,-0.812598,-2.386413,0.684791,0.726076,-0.062252,-1.027238,1.251672,-0.200581,0.418588,-0.106356,-0.31586
1013,1.505789,-0.810627,-2.366249,0.687589,0.724719,-0.044761,-0.475002,0.497679,0.329807,0.043841,-0.287997,-0.360176
1014,1.527883,-0.795863,-2.359752,0.699025,0.714467,-0.030016,-0.015304,1.079518,0.9465,0.003704,-0.239965,-0.217863
1015,1.547887,-0.778245,-2.374188,0.71196,0.702031,-0.016314,0.961595,1.722571,0.726037,-0.022873,-0.217183,0.062258
1016,1.558396,-0.771537,-2.406022,0.716785,0.697237,-0.008889,1.023286,1.558576,0.126337,-0.206012,0.69293,0.410195
1017,1.570755,-0.76624,-2.421584,0.720523,0.693431,-3.00E-05,0.34745,0.826703,0.452635,-0.279178,0.64565,0.263671
1018,1.565031,-0.758098,-2.430623,0.726133,0.687541,-0.004187,0.368357,-0.431668,0.238613,-0.097974,0.145405,-0.245371
1019,1.536927,-0.757047,-2.452386,0.726451,0.686778,-0.024614,1.19776,-0.573156,0.004238,0.447149,-0.038951,-0.150176
1020,1.512559,-0.755089,-2.494309,0.726976,0.685353,-0.042385,1.471812,0.827762,0.012902,0.669127,0.042354,0.37759
1021,1.520334,-0.752313,-2.51906,0.729181,0.683329,-0.036827,0.562665,1.210509,0.189796,0.425818,0.038762,0.572716
1022,1.518888,-0.745637,-2.533381,0.733666,0.67844,-0.038118,0.713169,-0.279896,0.346581,0.367408,-0.217243,0.030946
1023,1.487996,-0.736239,-2.555399,0.73846,0.671506,-0.061285,0.694469,-0.588976,0.400257,0.429691,-0.324246,-0.201288
1024,1.48782,-0.731307,-2.558312,0.741741,0.667843,-0.061688,-0.164545,0.31092,0.145276,0.239795,-0.221142,0.258786
1025,1.499016,-0.729796,-2.547241,0.743391,0.666718,-0.053453,-0.470529,0.075677,0.098567,0.102541,-0.254715,0.223955
1026,1.505877,-0.727796,-2.536133,0.74507,0.665226,-0.048438,-0.339134,-0.08155,0.142416,0.20093,-0.336048,-0.081521
1027,1.505622,-0.725881,-2.529806,0.746327,0.663795,-0.04871,-0.195942,-0.325764,0.084977,0.255382,-0.265723,-0.247279
1028,1.49814,-0.724541,-2.52427,0.746828,0.662792,-0.054357,-0.187114,-0.710459,0.1101,0.182234,-0.239452,-0.074366
1029,1.479119,-0.71902,-2.524632,0.749292,0.658648,-0.068886,0.248624,-1.039096,0.397712,0.161017,-0.311068,-0.11895
1030,1.443827,-0.704165,-2.540536,0.756017,0.647398,-0.09651,0.915019,-1.408557,0.837607,0.124674,-0.34065,-0.323427
1031,1.389352,-0.680804,-2.566135,0.764311,0.629418,-0.140222,1.22739,-2.201978,1.046972,0.079393,-0.285729,-0.491812
1032,1.321587,-0.657491,-2.593209,0.767076,0.611133,-0.19522,1.320075,-2.72008,0.795115,-0.03824,-0.255451,-0.144883
1033,1.245206,-0.640729,-2.617792,0.759543,0.59778,-0.256425,1.074824,-3.355603,0.363723,-0.170264,-0.108019,0.136461
1034,1.159541,-0.628911,-2.635312,0.741241,0.588265,-0.323274,0.73551,-3.87732,0.324633,-0.091568,0.042701,0.277772
1035,1.076602,-0.61927,-2.6407,0.716872,0.580441,-0.386242,0.216449,-3.975745,0.346771,0.112718,0.142841,0.411861
1036,1.007476,-0.615185,-2.633837,0.690481,0.57711,-0.436097,-0.390925,-3.382203,0.294766,0.149561,0.115288,0.531144
1037,0.960649,-0.619755,-2.617699,0.667142,0.580836,-0.466424,-0.688972,-2.397444,0.176055,-0.029843,-0.045145,0.486276
1038,0.930551,-0.622271,-2.605688,0.651629,0.582882,-0.485415,-0.402159,-1.494001,0.171559,-0.054888,-0.023785,0.449847
1039,0.92269,-0.625979,-2.59683,0.646066,0.585891,-0.489215,-0.394079,-0.097857,0.006389,-0.077737,-0.003386,0.416766
1040,0.942173,-0.633977,-2.587028,0.651663,0.592353,-0.473764,-0.715743,1.068176,-0.136221,-0.041815,-0.006309,0.222971
1041,0.983632,-0.650547,-2.568281,0.662476,0.605622,-0.440849,-1.334893,1.732701,-0.346496,0.017135,-0.048966,0.026939
1042,1.040816,-0.678577,-2.537689,0.671674,0.627686,-0.393528,-1.983182,1.980165,-0.663262,0.069339,-0.118211,-0.076687
1043,1.108422,-0.712734,-2.498296,0.677134,0.653904,-0.33749,-2.184661,2.301215,-0.855225,0.239584,-0.0826,-0.062169
1044,1.195275,-0.749875,-2.456945,0.680782,0.681547,-0.268384,-2.135535,3.407062,-1.186379,0.383488,0.057879,-0.202914
1045,1.298032,-0.780051,-2.416179,0.684597,0.703316,-0.191506,-1.706394,3.721023,-0.685992,0.393254,0.024788,-0.494559
1046,1.38526,-0.791204,-2.381333,0.690924,0.7112,-0.129683,-1.103527,2.642841,-0.113174,0.375573,-0.005512,-0.551103
1047,1.442564,-0.794351,-2.355211,0.694995,0.713409,-0.089613,-0.846376,1.633507,0.059763,0.166913,-0.1091,-0.447436
1048,1.483273,-0.791736,-2.334993,0.699921,0.711574,-0.061416,-0.60728,1.137615,0.25328,0.016158,-0.214138,-0.229538
1049,1.505072,-0.787007,-2.329582,0.704444,0.708244,-0.046366,0.20647,0.818464,0.239077,-0.219077,-0.346168,0.07049
1050,1.50689,-0.78211,-2.352655,0.70798,0.704778,-0.045306,1.029196,0.928102,0.080177,-0.439776,-0.280385,0.19379
1051,1.513688,-0.784355,-2.370247,0.70669,0.706369,-0.040402,0.260551,0.952402,-0.268122,-0.462839,0.026313,0.126614
1052,1.533362,-0.794307,-2.359836,0.700288,0.713378,-0.026227,-0.779361,0.216984,-0.603456,-0.268403,0.359803,-0.01108
1053,1.548232,-0.808146,-2.328521,0.690664,0.723008,-0.015587,-1.084644,-0.586006,-0.662243,-0.128134,-0.016022,0.133995
1054,1.558128,-0.818139,-2.309942,0.683526,0.729875,-0.00866,-0.386936,0.261185,-0.276032,0.020439,-0.36014,0.290749
1055,1.585598,-0.817876,-2.298641,0.683697,0.729695,0.010121,-0.523689,1.28503,0.079555,0.38866,-0.379155,0.402645
1056,1.619784,-0.812363,-2.288074,0.68696,0.725914,0.03368,-0.067472,1.282127,0.409621,0.533972,-0.372063,0.300824
1057,1.625087,-0.800829,-2.312061,0.695086,0.717933,0.037774,1.212452,1.032503,0.719052,0.684766,-0.150673,-0.171044
1058,1.614586,-0.788247,-2.343984,0.704414,0.709118,0.030866,0.860788,0.292775,0.597903,0.80935,0.145237,-0.774168
1059,1.590313,-0.779566,-2.368104,0.711084,0.702971,0.01388,0.925439,-0.741984,0.370013,0.65586,0.042376,-0.58877
1060,1.559768,-0.776558,-2.388625,0.713287,0.700828,-0.007866,0.471624,-0.687921,0.031352,0.102524,-0.200309,0.185265
1061,1.549097,-0.780366,-2.386847,0.710488,0.70354,-0.01542,-0.41598,-0.755992,-0.290955,0.015082,-0.261004,0.260247
1062,1.544603,-0.789122,-2.370773,0.704227,0.709735,-0.01845,-0.51509,-0.666534,-0.464814,0.133862,-0.312457,0.179293
1063,1.550497,-0.797231,-2.360285,0.698546,0.715424,-0.014182,-0.344089,0.249519,-0.325924,0.414308,-0.517792,0.103018
1064,1.567591,-0.802093,-2.350433,0.695201,0.718812,-0.002228,-0.351837,0.535658,-0.214182,0.500616,-0.69301,0.159394
1065,1.584879,-0.805298,-2.336018,0.692828,0.721037,0.009757,-0.590833,0.181258,-0.091483,0.552747,-0.722761,0.071847
1066,1.587402,-0.802525,-2.32583,0.694797,0.719113,0.011539,-0.146195,-0.469411,0.268174,0.524166,-0.662762,-0.28139
1067,1.571663,-0.796548,-2.322346,0.699179,0.714947,0.000606,-0.259567,-1.267877,0.243837,0.359003,-0.509472,-0.557903
1068,1.54796,-0.794763,-2.301993,0.700271,0.713698,-0.015995,-0.93507,-2.203276,0.05231,0.201401,-0.422377,-0.048092
1069,1.512954,-0.792463,-2.27018,0.70092,0.712085,-0.040588,-1.198463,-3.366575,0.284833,0.206963,-0.129321,0.212432
1070,1.460782,-0.782698,-2.234479,0.704727,0.705195,-0.077844,-1.08729,-4.032533,0.760754,0.269119,0.12412,0.103891
1071,1.397416,-0.76757,-2.211877,0.708811,0.694389,-0.124141,-0.541462,-3.797246,0.855064,0.332342,0.290932,0.089625
1072,1.339925,-0.756352,-2.190625,0.708046,0.686272,-0.166435,-0.741745,-3.50261,0.607596,0.219871,0.333732,0.350837
1073,1.290986,-0.752777,-2.160494,0.70141,0.683668,-0.201549,-1.136492,-3.491797,0.377294,0.345175,0.529604,0.491603
1074,1.238507,-0.746896,-2.13153,0.693661,0.679364,-0.239372,-0.687359,-3.728596,0.863571,0.54874,0.515918,0.365165
1075,1.18988,-0.719862,-2.115533,0.698004,0.659281,-0.279533,0.179904,-2.35581,1.797222,0.794793,0.370382,0.164467
1076,1.174722,-0.680789,-2.085698,0.716917,0.629407,-0.299795,-0.800323,-1.447263,2.413045,0.581362,-0.095181,0.073706
1077,1.178344,-0.651999,-2.030461,0.734441,0.606777,-0.304003,-1.716846,-1.733902,1.896401,0.420267,-0.052623,0.154177
1078,1.175504,-0.637142,-1.971483,0.741814,0.5949,-0.309525,-2.010188,-1.899522,1.477957,0.252342,0.005381,0.20604
1079,1.179767,-0.630523,-1.907798,0.74675,0.589567,-0.307855,-2.367504,-1.493223,1.148065,-0.176606,0.302889,0.221642
1080,1.194452,-0.633642,-1.841976,0.749477,0.592084,-0.296179,-2.617424,-1.085605,0.661892,-0.395076,0.249835,0.189077
1081,1.214381,-0.646069,-1.774555,0.748276,0.602053,-0.278595,-2.788897,-0.959764,0.243927,-0.457993,-0.03557,0.108322
1082,1.239298,-0.664966,-1.710183,0.744094,0.617032,-0.256117,-2.679193,-0.500271,-0.206685,-0.353774,-0.299619,-0.03113
1083,1.27793,-0.691063,-1.64976,0.737758,0.637357,-0.222462,-2.619805,0.369633,-0.683812,-0.173534,-0.432294,-0.106564
1084,1.333493,-0.7222,-1.58875,0.729325,0.661037,-0.176395,-2.684058,0.959125,-0.992664,0.043777,-0.514079,-0.248257
1085,1.392724,-0.755793,-1.522775,0.71622,0.685866,-0.128904,-2.6791,0.434746,-1.197057,0.212399,-0.607497,-0.487658
1086,1.420709,-0.782152,-1.468496,0.701423,0.704808,-0.106073,-1.68419,-1.102492,-0.717051,0.544655,-0.4408,-0.519736
1087,1.409525,-0.784918,-1.438566,0.698267,0.706767,-0.113597,-0.848885,-1.700975,0.371659,0.290457,-0.41566,-0.358525
1088,1.388205,-0.774541,-1.421359,0.702861,0.699388,-0.129781,-0.267452,-1.616963,0.702489,0.059438,-0.437639,-0.114481
1089,1.357481,-0.76031,-1.424311,0.708199,0.689146,-0.153403,0.527058,-1.277523,0.642442,0.025368,-0.109022,0.288413
1090,1.334422,-0.747049,-1.438151,0.713295,0.679477,-0.171817,0.626364,-0.260835,0.452758,0.054313,0.37753,0.790377
1091,1.345357,-0.741619,-1.443015,0.718717,0.675483,-0.164829,-0.09565,1.337852,0.086743,-0.097196,0.621087,0.755405
1092,1.387988,-0.74127,-1.426167,0.725321,0.675225,-0.134092,-0.886598,1.384819,0.215754,-0.214472,0.596839,0.59387
1093,1.426997,-0.744959,-1.393656,0.727528,0.677942,-0.105345,-1.322748,0.511409,-0.233758,-0.066533,0.149649,0.32617
1094,1.451143,-0.757166,-1.361407,0.721589,0.686865,-0.086755,-1.14426,-0.127433,-0.468838,0.507522,-0.102179,0.218896
1095,1.463062,-0.76558,-1.335264,0.716801,0.692955,-0.077524,-0.970615,-0.403909,-0.210898,0.755581,-0.29998,-0.059302
1096,1.481057,-0.769134,-1.299847,0.715622,0.695513,-0.064392,-1.472285,-0.203966,0.039579,0.617539,-0.320514,0.007447
1097,1.511501,-0.767302,-1.255023,0.718522,0.694195,-0.042655,-1.733652,0.026137,0.26499,0.448181,-0.145138,0.168799
1098,1.552918,-0.765909,-1.192576,0.720638,0.693192,-0.012885,-2.538325,-0.188788,0.098343,0.281743,-0.062638,0.302726
1099,1.598891,-0.764644,-1.116127,0.721344,0.69228,0.020272,-2.810132,-0.450641,0.016663,0.200882,-0.00745,0.263649
1100,1.636983,-0.762785,-1.040164,0.721332,0.690937,0.047812,-2.680456,-0.887487,-0.074807,0.143719,0.018749,0.073815
1101,1.666598,-0.760976,-0.968936,0.720843,0.689628,0.06927,-2.518437,-0.990038,-0.144046,0.005216,0.01014,-0.121669
1102,1.69427,-0.758746,-0.901911,0.720174,0.688012,0.089377,-2.391943,-0.866865,-0.154003,-0.100011,-0.051095,-0.12844
1103,1.724861,-0.756741,-0.838618,0.718465,0.686556,0.111575,-2.195445,-0.470779,-0.274915,-0.175771,-0.200228,0.078352
1104,1.757344,-0.758293,-0.784885,0.713415,0.687683,0.134651,-1.67339,-0.118126,-0.472546,-0.166891,-0.249954,0.128563
